Application_ID,Companies,Job_Title,Educational Degree,Location,Experience_Years,Number of Skills,Source of Application,Application_Received,Last_Updated,Salary,Applicant Selected
APP1001023,Flipkart,Data Scientist,PhD,Pune,5,5,Naukri,2024-07-11 23:02:59,2024-07-19 19:41:07,1673000,1
APP1000952,Amazon,Data Scientist,M.Tech,Lucknow,3,5,Employee Referral,2024-11-29 05:03:57,2024-12-21 23:31:07,1732000,1
APP1001092,Microsoft,Software Developer,M.Tech,Kolkata,5,2,Employee Referral,2025-06-10 04:56:37,2025-06-27 11:52:47,1554000,1
APP1000821,Deloitte,Financial Analyst,M.Com,Chennai,4,2,Naukri,2025-04-16 06:10:46,2025-05-29 13:29:03,1124000,0
APP1000005,HealthTechY,Data Scientist,M.Tech,Mumbai,2,3,LinkedIn,2025-02-03 12:41:26,2025-02-08 12:02:39,1169000,1
APP1000673,Wipro,Software Developer,B.Tech,Jaipur,5,6,Employee Referral,2024-03-08 20:43:08,2024-05-14 20:26:32,1149000,1
APP1000944,Wipro,Software Developer,B.Tech,Ahmedabad,4,3,Employee Referral,2024-10-12 19:27:28,2024-12-27 07:14:14,1074000,0
APP1000123,Cognizant,Software Developer,MCA,Chennai,1,5,Naukri,2024-12-22 20:00:00,2025-02-01 02:13:56,1137000,0
APP1000914,HealthTechY,Backend Engineer,B.Tech,Jaipur,10,3,Naukri,2025-03-26 00:33:45,2025-05-23 09:36:16,1263000,0
APP1000861,Google,ML Engineer,B.Tech,Chennai,4,2,Employee Referral,2025-06-18 09:13:17,2025-07-01 18:07:27,1564000,0
APP1000276,Cognizant,Software Developer,M.Tech,Bangalore,8,4,LinkedIn,2025-04-13 20:18:32,2025-05-27 09:08:45,1399000,1
APP1000133,TCS,Software Developer,B.Tech,Lucknow,7,4,Naukri,2025-05-31 23:37:04,2025-06-06 01:15:28,1254000,1
APP1000026,Ola,Backend Engineer,M.Tech,Mumbai,10,5,Company Website,2025-07-20 15:15:26,2025-08-09 13:24:32,1540000,1
APP1000953,Google,Software Developer,B.Tech,Pune,5,2,LinkedIn,2025-05-06 09:29:41,2025-05-22 08:02:04,1477000,0
APP1000689,Microsoft,Data Scientist,PhD,Lucknow,6,6,Employee Referral,2025-06-10 13:58:33,2025-08-02 16:01:57,1975000,1
APP1001493,Infosys,Software Developer,B.Tech,Chennai,4,3,Employee Referral,2025-01-03 01:24:41,2025-02-18 17:05:17,1067000,0
APP1001099,Wipro,Backend Engineer,M.Tech,Hyderabad,6,4,LinkedIn,2024-03-17 09:16:33,2024-04-29 20:32:17,1387000,0
APP1001122,Byju's,Sales Executive,MBA,Hyderabad,6,4,Company Website,2025-08-23 14:14:02,2025-09-10 11:59:26,979000,1
APP1001256,Wipro,Software Developer,B.Tech,Jaipur,6,3,Company Website,2024-03-23 17:52:18,2024-04-01 21:02:48,1163000,0
APP1000418,Flipkart,Backend Engineer,B.Tech,Ahmedabad,3,5,LinkedIn,2024-05-30 07:38:22,2024-06-01 17:58:02,1084000,0
APP1000100,Google,Software Developer,MCA,Ahmedabad,8,4,Naukri,2024-04-24 01:23:14,2024-06-17 23:10:02,1668000,1
APP1001132,HCL,Backend Engineer,MCA,Lucknow,8,3,Naukri,2025-02-27 18:39:39,2025-04-15 11:43:20,1446000,0
APP1001372,HealthTechY,Data Scientist,B.Tech,Hyderabad,5,2,Indeed,2024-07-30 20:02:05,2024-10-10 17:47:12,1096000,1
APP1001373,Amazon,Software Developer,B.Tech,Mumbai,1,6,LinkedIn,2024-08-26 07:57:42,2024-09-23 03:54:21,1367000,0
APP1001443,Zomato,Backend Engineer,B.Tech,Hyderabad,4,4,LinkedIn,2025-07-15 15:24:51,2025-09-10 11:59:26,1106000,1
APP1000070,Zomato,Backend Engineer,B.Tech,Delhi NCR,6,5,Naukri,2024-07-15 14:23:39,2024-09-10 05:48:31,1186000,1
APP1000080,Google,Data Scientist,B.Tech,Delhi NCR,0,6,LinkedIn,2024-12-14 17:33:28,2025-01-06 08:53:43,1390000,0
APP1001000,Cognizant,Software Developer,B.Tech,Ahmedabad,4,3,LinkedIn,2024-06-22 21:20:40,2024-08-08 05:04:00,1126000,0
APP1000740,Adobe,Frontend Developer,BCA,Hyderabad,2,4,Naukri,2024-01-07 17:40:14,2024-03-17 03:06:00,1245000,0
APP1000341,Paytm,Software Developer,MCA,Chennai,1,5,Indeed,2025-06-27 22:45:49,2025-07-04 21:14:38,1140000,0
APP1001499,HealthTechY,Software Developer,M.Tech,Ahmedabad,6,5,LinkedIn,2024-06-28 09:35:15,2024-08-12 05:18:02,1196000,1
APP1000703,Flipkart,Software Developer,B.Tech,Bangalore,6,6,Naukri,2024-06-27 21:39:54,2024-08-31 11:50:02,1199000,1
APP1001210,Paytm,Backend Engineer,B.Tech,Mumbai,6,2,Naukri,2025-07-01 05:18:20,2025-09-10 11:59:26,1153000,0
APP1000240,Reliance Jio,Backend Engineer,B.Tech,Delhi NCR,4,4,LinkedIn,2024-11-15 13:08:24,2024-11-16 22:44:50,1116000,1
APP1000938,Byju's,Sales Executive,MBA,Delhi NCR,8,3,Naukri,2025-06-30 09:23:41,2025-07-28 12:37:41,1082000,1
APP1000734,Ola,Backend Engineer,M.Tech,Delhi NCR,4,5,Job Fair,2024-11-13 10:47:09,2024-12-02 12:54:33,1259000,0
APP1001290,Flipkart,Backend Engineer,B.Tech,Jaipur,6,2,Naukri,2025-07-06 15:11:10,2025-09-01 06:40:11,1205000,0
APP1000042,Google,ML Engineer,M.Tech,Ahmedabad,1,3,Employee Referral,2024-03-12 22:21:24,2024-04-14 09:59:42,1609000,0
APP1000015,Zomato,Backend Engineer,B.Tech,Ahmedabad,10,2,Indeed,2024-02-11 18:25:56,2024-03-04 15:06:02,1321000,0
APP1000219,HealthTechY,Backend Engineer,B.Tech,Delhi NCR,6,6,Company Website,2025-08-14 03:27:42,2025-09-10 11:59:26,1051000,1
APP1000242,Deloitte,Chartered Accountant,Chartered Accountant,Ahmedabad,6,3,Indeed,2024-03-26 10:41:58,2024-05-08 13:23:59,1438000,0
APP1000877,Zomato,Software Developer,B.Tech,Bangalore,3,3,Company Website,2025-03-16 13:18:13,2025-05-10 09:22:08,1095000,0
APP1000216,Wipro,Software Developer,M.Tech,Bangalore,10,6,Naukri,2024-12-18 17:27:41,2025-01-10 22:28:43,1534000,1
APP1000013,TCS,Software Developer,MCA,Delhi NCR,0,3,Company Website,2025-02-02 23:16:10,2025-04-06 20:13:38,1017000,0
APP1000638,StartUpX,Software Developer,B.Tech,Kolkata,8,3,Employee Referral,2025-08-17 09:00:42,2025-09-10 11:59:26,1082000,1
APP1001015,Tech Mahindra,Software Developer,B.Tech,Ahmedabad,2,6,Naukri,2024-07-06 11:39:52,2024-09-10 17:22:32,1096000,0
APP1001421,Adobe,Frontend Developer,BCA,Mumbai,3,4,Naukri,2025-01-27 10:56:52,2025-02-18 05:54:11,1308000,1
APP1001308,Ola,Backend Engineer,B.Tech,Chennai,5,5,Naukri,2025-07-12 17:11:18,2025-08-12 06:48:50,1198000,0
APP1000293,Wipro,Backend Engineer,B.Tech,Delhi NCR,5,6,Indeed,2024-10-02 21:06:40,2024-10-30 15:05:20,1222000,1
APP1001134,Reliance Jio,Sales Executive,B.Com,Bangalore,7,3,Employee Referral,2025-06-10 08:47:48,2025-09-02 02:18:53,948000,1
APP1000351,Accenture,Business Analyst,MBA,Bangalore,7,6,Naukri,2025-01-25 05:49:39,2025-02-19 23:01:35,1398000,1
APP1000473,HealthTechY,Data Scientist,B.Tech,Ahmedabad,8,2,Naukri,2025-04-30 09:57:40,2025-05-25 03:08:49,1265000,1
APP1000033,Infosys,Software Developer,M.Tech,Bangalore,2,3,Employee Referral,2025-08-01 19:53:26,2025-08-14 14:47:18,1200000,0
APP1000231,Flipkart,Software Developer,B.Tech,Mumbai,3,3,Employee Referral,2024-04-17 17:13:54,2024-05-02 10:06:09,1077000,0
APP1000067,Accenture,Data Analyst,B.Tech,Kolkata,2,4,Naukri,2024-01-05 12:36:17,2024-03-06 21:06:57,883000,0
APP1000360,Swiggy,Backend Engineer,M.Tech,Bangalore,8,5,LinkedIn,2025-05-19 05:20:27,2025-05-23 13:48:43,1509000,1
APP1000774,HCL,Data Analyst,BCA,Pune,10,3,LinkedIn,2024-03-28 02:47:18,2024-05-08 18:16:00,1187000,0
APP1001185,Flipkart,Data Scientist,M.Tech,Pune,2,4,Company Website,2025-01-22 18:21:08,2025-04-04 09:56:41,1389000,1
APP1000464,Ola,Backend Engineer,B.Tech,Lucknow,2,2,LinkedIn,2025-05-06 18:16:53,2025-05-18 11:15:54,1070000,1
APP1001125,HCL,Software Developer,M.Tech,Pune,6,2,Employee Referral,2024-07-14 15:56:58,2024-08-03 09:44:08,1321000,0
APP1000597,Paytm,Backend Engineer,B.Tech,Pune,6,6,Company Website,2024-08-04 00:24:51,2024-10-20 11:13:24,1227000,1
APP1000513,Swiggy,Software Developer,B.Tech,Kolkata,7,2,Company Website,2025-07-03 00:49:35,2025-08-05 00:50:44,1195000,0
APP1000632,HealthTechY,Backend Engineer,B.Tech,Kolkata,4,4,Employee Referral,2025-09-03 14:07:30,2025-09-10 11:59:26,945000,1
APP1000126,Zomato,Backend Engineer,B.Tech,Mumbai,5,5,Employee Referral,2024-10-02 02:47:28,2024-11-06 00:27:08,1208000,1
APP1000302,Flipkart,Backend Engineer,B.Tech,Pune,5,4,Naukri,2024-02-24 00:58:07,2024-05-20 15:54:17,1174000,1
APP1001368,Infosys,Software Developer,B.Tech,Lucknow,5,5,Employee Referral,2024-08-24 01:43:18,2024-09-30 08:00:58,1168000,1
APP1000487,Capgemini,Software Developer,M.Tech,Ahmedabad,2,2,Naukri,2024-09-23 03:16:39,2024-10-24 21:35:22,1207000,0
APP1000606,Reliance Jio,Backend Engineer,B.Tech,Hyderabad,6,6,LinkedIn,2025-09-07 09:45:49,2025-09-10 11:59:26,1266000,1
APP1000584,Amazon,Backend Engineer,B.Tech,Chandigarh,5,4,Company Website,2024-05-16 14:22:20,2024-06-16 00:53:11,1477000,0
APP1000983,HCL,Software Developer,MCA,Kolkata,10,6,Indeed,2025-04-03 05:12:50,2025-06-09 15:04:42,1530000,1
APP1000869,Microsoft,Software Developer,B.Tech,Mumbai,8,6,Employee Referral,2024-11-26 16:59:41,2025-01-11 01:12:30,1586000,1
APP1001138,Cognizant,Software Developer,MCA,Pune,5,3,LinkedIn,2025-05-29 16:29:41,2025-07-27 19:00:10,1251000,0
APP1000880,StartUpX,Frontend Developer,B.Tech,Ahmedabad,5,4,Job Fair,2025-01-07 07:57:23,2025-03-13 18:29:45,1003000,1
APP1000768,HCL,Data Analyst,BCA,Chandigarh,6,5,Naukri,2025-05-17 09:30:00,2025-07-15 20:22:07,1028000,1
APP1001130,Byju's,Sales Executive,MBA,Ahmedabad,7,4,LinkedIn,2024-05-26 10:21:01,2024-07-10 12:45:42,1039000,1
APP1000029,Infosys,Data Analyst,MCA,Hyderabad,2,2,Naukri,2025-05-05 13:49:14,2025-05-06 06:54:41,1028000,0
APP1000463,Wipro,Backend Engineer,M.Tech,Delhi NCR,4,2,LinkedIn,2024-04-16 07:03:24,2024-07-12 05:47:29,1256000,0
APP1000890,Accenture,Software Developer,B.Tech,Chennai,7,5,Indeed,2025-03-22 19:10:32,2025-06-17 02:08:38,1280000,1
APP1000625,Flipkart,Backend Engineer,B.Tech,Bangalore,6,3,LinkedIn,2024-09-17 22:44:38,2024-10-08 06:11:07,1159000,0
APP1000592,Adobe,Software Developer,B.Tech,Mumbai,3,2,LinkedIn,2024-10-12 21:12:44,2024-12-14 11:50:21,1372000,0
APP1000636,Amazon,Data Scientist,B.Tech,Kolkata,7,3,Company Website,2024-11-23 08:23:49,2025-01-22 17:29:16,1671000,0
APP1000913,Wipro,Software Developer,B.Tech,Pune,3,3,Naukri,2025-06-05 07:13:06,2025-07-06 19:23:48,1018000,0
APP1000794,Reliance Jio,Software Developer,MCA,Chennai,4,6,LinkedIn,2024-11-30 12:31:31,2024-12-06 00:18:49,1295000,1
APP1000841,Tech Mahindra,Backend Engineer,M.Tech,Lucknow,5,4,LinkedIn,2024-01-27 21:34:27,2024-03-25 13:11:03,1287000,1
APP1001054,Zomato,Software Developer,M.Tech,Hyderabad,5,4,Naukri,2025-04-30 12:11:13,2025-07-21 02:47:30,1325000,1
APP1001378,Paytm,Backend Engineer,B.Tech,Chennai,7,3,Naukri,2024-08-21 21:51:45,2024-09-20 11:08:19,1262000,0
APP1000817,Byju's,Software Developer,B.Tech,Mumbai,5,5,Employee Referral,2024-02-06 01:57:14,2024-02-24 20:35:26,1067000,1
APP1000258,TCS,Software Developer,M.Tech,Mumbai,3,3,LinkedIn,2025-02-19 18:53:49,2025-03-27 19:45:12,1238000,0
APP1001145,Paytm,Backend Engineer,MCA,Kolkata,6,2,Employee Referral,2025-08-29 00:50:22,2025-09-10 11:59:26,1358000,0
APP1001019,Tech Mahindra,Data Analyst,B.Tech,Hyderabad,4,3,LinkedIn,2025-02-09 11:58:15,2025-02-27 11:16:04,908000,0
APP1001228,Tech Mahindra,Backend Engineer,B.Tech,Hyderabad,2,6,LinkedIn,2024-04-04 06:05:19,2024-04-24 02:11:54,1092000,0
APP1001275,Infosys,Software Developer,B.Tech,Chandigarh,5,3,Employee Referral,2024-07-15 15:43:19,2024-08-23 18:45:29,1173000,0
APP1000004,Microsoft,Backend Engineer,B.Tech,Bangalore,7,4,Company Website,2025-06-09 13:52:25,2025-08-12 14:05:48,1553000,0
APP1001074,Infosys,Web Developer,MCA,Jaipur,2,3,Naukri,2025-04-01 22:47:41,2025-05-09 15:07:56,1105000,0
APP1000376,Accenture,Software Developer,M.Tech,Mumbai,2,3,LinkedIn,2025-02-21 10:21:49,2025-04-20 09:55:04,1219000,0
APP1001196,Ola,Software Developer,B.Tech,Jaipur,3,4,Naukri,2025-03-23 06:27:43,2025-06-09 17:19:11,1116000,0
APP1001173,Microsoft,Data Scientist,PhD,Jaipur,4,6,Indeed,2024-01-26 07:34:19,2024-03-31 17:50:09,1907000,1
APP1001277,Swiggy,Backend Engineer,B.Tech,Pune,7,3,Employee Referral,2025-05-03 03:48:20,2025-07-22 06:45:13,1258000,0
APP1001133,Reliance Jio,Software Developer,M.Tech,Chennai,2,2,Naukri,2025-06-08 22:29:59,2025-06-16 09:44:14,1169000,0
APP1000419,Cognizant,Software Developer,B.Tech,Delhi NCR,4,4,Indeed,2025-09-01 20:37:48,2025-09-10 11:59:26,1100000,1
APP1000022,Adobe,Software Developer,MCA,Jaipur,5,5,LinkedIn,2025-03-08 00:37:56,2025-04-21 13:16:33,1563000,1
APP1000226,Infosys,Data Analyst,MCA,Chennai,2,2,Employee Referral,2025-05-01 06:39:39,2025-06-15 02:10:10,1029000,1
APP1000533,Paytm,Backend Engineer,M.Tech,Kolkata,10,4,Employee Referral,2025-05-05 15:36:59,2025-05-25 10:11:36,1540000,1
APP1000561,Deloitte,Financial Analyst,MBA,Kolkata,6,3,Naukri,2025-01-28 06:56:35,2025-03-31 04:13:05,1284000,0
APP1000021,Deloitte,Financial Analyst,M.Com,Lucknow,4,6,Naukri,2025-09-07 08:24:16,2025-09-10 11:59:26,1200000,1
APP1000170,TCS,Web Developer,B.Tech,Pune,3,6,Company Website,2024-02-12 20:02:10,2024-03-24 07:42:39,1109000,0
APP1000498,Microsoft,Software Developer,M.Tech,Mumbai,1,3,LinkedIn,2024-09-19 13:22:18,2024-10-21 08:56:11,1469000,0
APP1000322,Infosys,Software Developer,MCA,Chandigarh,3,5,Employee Referral,2024-04-03 20:03:39,2024-05-24 18:37:40,1210000,1
APP1000705,Ola,Backend Engineer,B.Tech,Lucknow,2,4,Employee Referral,2025-03-25 18:52:25,2025-04-20 14:05:17,1040000,0
APP1000642,Cognizant,Data Analyst,B.Tech,Lucknow,5,6,Company Website,2024-10-15 06:12:50,2024-12-25 11:13:24,1044000,1
APP1000772,Accenture,Business Analyst,MBA,Jaipur,9,5,Naukri,2024-07-23 21:32:51,2024-09-22 16:37:03,1412000,1
APP1001437,Flipkart,Data Scientist,M.Tech,Jaipur,9,3,Company Website,2025-06-15 18:08:47,2025-07-01 17:53:31,1616000,0
APP1000485,Adobe,ML Engineer,M.Tech,Chennai,3,6,LinkedIn,2025-01-09 01:55:34,2025-03-11 02:53:17,1691000,1
APP1000976,TCS,Web Developer,B.Tech,Kolkata,5,3,Naukri,2025-02-12 01:31:28,2025-04-10 16:14:40,1141000,0
APP1000098,Byju's,Web Developer,BCA,Pune,4,4,LinkedIn,2025-04-26 03:03:22,2025-07-01 20:13:02,832000,0
APP1000402,Swiggy,Backend Engineer,B.Tech,Chennai,2,6,Company Website,2024-01-25 00:40:44,2024-01-27 22:53:09,1068000,0
APP1001410,Accenture,Software Developer,B.Tech,Hyderabad,5,4,LinkedIn,2024-11-05 22:01:22,2024-12-17 08:19:58,1150000,1
APP1000797,Deloitte,Financial Analyst,M.Com,Hyderabad,3,2,Indeed,2025-08-18 22:29:39,2025-09-10 11:59:26,1121000,0
APP1000612,TCS,Software Developer,B.Tech,Mumbai,8,2,Indeed,2025-03-10 11:35:15,2025-05-16 01:55:08,1257000,0
APP1000253,StartUpX,Software Developer,B.Tech,Chennai,4,6,Naukri,2025-07-21 15:32:43,2025-09-10 11:59:26,1026000,1
APP1000399,Cognizant,Web Developer,BCA,Hyderabad,2,3,LinkedIn,2024-09-29 03:57:49,2024-11-03 10:07:08,912000,0
APP1001078,Google,ML Engineer,B.Tech,Ahmedabad,5,4,Naukri,2024-12-18 05:16:06,2025-01-08 21:39:59,1650000,0
APP1001383,Ola,Backend Engineer,B.Tech,Chandigarh,2,6,Naukri,2024-04-03 15:35:00,2024-05-21 11:41:07,1115000,0
APP1000091,Amazon,Software Developer,B.Tech,Bangalore,9,3,Employee Referral,2024-11-28 20:49:08,2025-01-01 05:34:33,1626000,0
APP1000349,Byju's,Software Developer,B.Tech,Kolkata,1,4,Indeed,2025-03-04 18:25:35,2025-05-12 01:48:20,834000,1
APP1001207,Byju's,Sales Executive,B.Com,Chandigarh,8,4,LinkedIn,2024-06-27 22:01:35,2024-08-07 00:49:07,836000,0
APP1000039,Zomato,Software Developer,B.Tech,Hyderabad,4,4,Company Website,2024-02-16 11:38:39,2024-04-17 13:19:47,1169000,1
APP1001060,StartUpX,Software Developer,MCA,Chandigarh,0,3,Company Website,2024-06-18 12:06:59,2024-08-22 04:55:20,895000,1
APP1000661,Google,Software Developer,B.Tech,Jaipur,5,4,Company Website,2025-09-04 20:50:49,2025-09-06 15:17:16,1478000,0
APP1000318,Capgemini,Software Developer,M.Tech,Pune,4,5,LinkedIn,2024-09-20 10:50:35,2024-11-11 02:32:05,1239000,1
APP1000698,Reliance Jio,Backend Engineer,B.Tech,Chennai,7,3,Naukri,2025-02-11 00:06:45,2025-04-23 08:50:23,1250000,0
APP1000345,Flipkart,Backend Engineer,MCA,Mumbai,6,6,Employee Referral,2025-05-06 14:11:38,2025-07-11 02:45:31,1408000,1
APP1000220,Byju's,Software Developer,B.Tech,Delhi NCR,7,5,LinkedIn,2024-12-25 23:28:43,2025-01-24 21:34:27,1143000,1
APP1000105,HCL,Software Developer,B.Tech,Bangalore,4,5,Naukri,2024-10-14 10:16:32,2024-12-05 02:59:01,1163000,1
APP1000076,HCL,Software Developer,M.Tech,Bangalore,4,6,LinkedIn,2024-06-18 10:47:20,2024-08-31 18:51:48,1312000,1
APP1000765,Infosys,Software Developer,M.Tech,Hyderabad,8,2,Naukri,2024-08-09 17:54:51,2024-10-02 01:26:10,1368000,0
APP1000416,Swiggy,Backend Engineer,B.Tech,Hyderabad,3,5,LinkedIn,2025-08-15 16:52:14,2025-09-10 11:59:26,1143000,0
APP1000867,Microsoft,Software Developer,B.Tech,Bangalore,7,4,LinkedIn,2025-07-21 11:50:11,2025-08-31 13:54:48,1567000,0
APP1001324,Tech Mahindra,Backend Engineer,MCA,Hyderabad,4,4,Company Website,2024-08-29 17:18:25,2024-11-02 18:47:55,1260000,1
APP1001217,HealthTechY,Backend Engineer,B.Tech,Kolkata,6,6,Company Website,2025-08-12 01:20:27,2025-09-10 11:59:26,1123000,1
APP1000262,HCL,Data Analyst,B.Tech,Hyderabad,3,4,Employee Referral,2025-05-21 12:28:23,2025-08-01 05:34:53,952000,0
APP1001426,Deloitte,Financial Analyst,M.Com,Jaipur,3,5,Employee Referral,2024-01-09 11:57:17,2024-03-31 11:47:04,1117000,1
APP1000608,Reliance Jio,Software Developer,MCA,Delhi NCR,6,3,LinkedIn,2024-04-17 17:47:52,2024-05-14 15:48:15,1278000,0
APP1001457,Microsoft,Backend Engineer,B.Tech,Chandigarh,5,2,Employee Referral,2024-01-09 16:23:46,2024-03-10 02:47:17,1401000,0
APP1000024,Infosys,Data Analyst,MCA,Pune,6,2,Company Website,2024-06-04 21:18:15,2024-06-06 10:16:02,1184000,0
APP1001395,Google,Data Scientist,M.Tech,Chandigarh,4,3,Naukri,2025-06-05 21:32:35,2025-08-26 13:15:07,1671000,0
APP1000274,Tech Mahindra,Software Developer,B.Tech,Lucknow,4,4,Naukri,2025-07-03 19:29:28,2025-08-25 03:39:47,1125000,1
APP1000336,Google,Data Scientist,PhD,Delhi NCR,7,6,Company Website,2025-01-20 03:05:33,2025-04-10 22:08:33,2047000,1
APP1000132,Swiggy,Software Developer,MCA,Bangalore,6,6,Company Website,2024-09-12 19:08:20,2024-10-17 00:32:03,1381000,1
APP1000148,HCL,Data Analyst,BCA,Lucknow,8,5,Company Website,2024-09-13 14:18:02,2024-11-17 11:38:37,1144000,1
APP1001345,Deloitte,Financial Analyst,M.Com,Jaipur,6,4,LinkedIn,2024-10-04 07:47:56,2024-12-15 23:24:56,1285000,1
APP1000932,Byju's,Sales Executive,MBA,Bangalore,2,2,Naukri,2024-03-15 06:45:45,2024-04-22 23:18:02,816000,1
APP1000971,TCS,Data Analyst,BCA,Bangalore,7,2,Employee Referral,2025-02-12 15:14:27,2025-04-14 01:37:04,996000,0
APP1000753,Byju's,Sales Executive,B.Com,Lucknow,5,2,LinkedIn,2024-01-25 15:05:16,2024-03-30 12:41:04,715000,1
APP1000158,Capgemini,Software Developer,B.Tech,Ahmedabad,4,3,Naukri,2024-03-09 20:17:27,2024-04-29 15:03:12,1151000,0
APP1000165,Byju's,Web Developer,B.Tech,Kolkata,4,4,LinkedIn,2024-06-12 03:39:37,2024-08-17 21:57:28,914000,1
APP1000023,StartUpX,Frontend Developer,B.Tech,Kolkata,7,3,Employee Referral,2025-08-10 09:44:47,2025-09-09 00:27:42,1041000,1
APP1001008,Adobe,Software Developer,MCA,Delhi NCR,5,6,LinkedIn,2024-11-06 04:51:25,2024-12-22 18:58:27,1648000,1
APP1000810,Byju's,Software Developer,B.Tech,Kolkata,6,2,Indeed,2025-02-07 23:29:15,2025-02-12 11:43:22,1009000,1
APP1001183,Accenture,Software Developer,B.Tech,Jaipur,3,3,Employee Referral,2024-07-15 13:58:27,2024-09-30 21:21:13,1078000,0
APP1000395,HealthTechY,Software Developer,B.Tech,Lucknow,8,2,Indeed,2024-11-28 00:28:30,2025-01-06 08:47:02,1118000,1
APP1000751,Google,Data Scientist,M.Tech,Kolkata,1,6,Employee Referral,2025-08-07 22:58:56,2025-08-22 09:07:09,1670000,0
APP1000088,Adobe,Software Developer,B.Tech,Pune,6,5,Employee Referral,2024-05-17 13:39:34,2024-06-24 17:22:19,1542000,1
APP1000891,StartUpX,Backend Engineer,MCA,Bangalore,5,2,LinkedIn,2024-03-18 08:20:54,2024-05-18 05:41:44,1120000,1
APP1001070,Flipkart,Backend Engineer,B.Tech,Lucknow,4,3,Employee Referral,2024-05-29 04:11:18,2024-06-23 22:44:01,1123000,0
APP1000788,Tech Mahindra,Software Developer,B.Tech,Ahmedabad,4,5,Employee Referral,2024-01-01 22:27:03,2024-01-13 01:16:53,1105000,1
APP1001281,Deloitte,Business Analyst,B.Tech,Hyderabad,7,3,Employee Referral,2024-11-20 18:43:27,2025-02-08 06:20:30,1188000,0
APP1000804,Google,ML Engineer,B.Tech,Lucknow,6,6,Naukri,2024-04-19 10:19:49,2024-06-09 11:29:28,1677000,0
APP1000989,Swiggy,Backend Engineer,B.Tech,Ahmedabad,4,5,Employee Referral,2025-08-31 19:18:36,2025-09-10 11:59:26,1114000,1
APP1000040,Ola,Backend Engineer,M.Tech,Pune,9,5,Employee Referral,2025-08-28 11:07:02,2025-09-10 11:59:26,1540000,0
APP1000786,Zomato,Software Developer,M.Tech,Jaipur,6,5,Employee Referral,2025-01-16 11:39:12,2025-03-29 15:07:36,1414000,1
APP1001292,Swiggy,Software Developer,M.Tech,Mumbai,6,3,Naukri,2024-07-22 11:28:24,2024-08-12 14:08:42,1311000,0
APP1000152,Byju's,Software Developer,MCA,Chandigarh,7,6,Indeed,2025-02-24 03:00:10,2025-03-11 22:52:44,1248000,1
APP1000210,Cognizant,Software Developer,B.Tech,Chandigarh,2,2,LinkedIn,2025-05-20 21:35:38,2025-08-06 23:35:44,1007000,0
APP1000495,Swiggy,Sales Executive,B.Com,Mumbai,9,3,Employee Referral,2024-10-17 19:17:47,2024-11-05 03:37:32,1042000,0
APP1000920,Swiggy,Software Developer,B.Tech,Kolkata,3,6,Company Website,2025-07-03 13:23:28,2025-08-10 02:23:14,1083000,0
APP1000271,Tech Mahindra,Software Developer,B.Tech,Jaipur,6,5,Indeed,2024-08-02 02:43:00,2024-08-03 15:26:03,1250000,1
APP1001330,HealthTechY,Software Developer,B.Tech,Ahmedabad,6,6,Employee Referral,2024-06-07 21:06:19,2024-06-12 23:35:08,1080000,1
APP1000566,Paytm,Software Developer,M.Tech,Kolkata,4,2,LinkedIn,2025-06-03 02:50:30,2025-08-11 19:49:03,1200000,0
APP1000840,Infosys,Software Developer,B.Tech,Ahmedabad,0,2,Employee Referral,2025-03-30 12:16:16,2025-04-03 14:08:47,961000,0
APP1000827,Accenture,Software Developer,B.Tech,Hyderabad,7,3,Employee Referral,2024-12-20 17:34:42,2025-02-11 02:07:19,1222000,0
APP1000363,Swiggy,Backend Engineer,B.Tech,Mumbai,4,5,Company Website,2025-04-01 10:35:53,2025-06-02 18:38:16,1199000,1
APP1001451,Infosys,Software Developer,MCA,Chandigarh,1,5,Naukri,2024-01-01 22:39:28,2024-03-12 16:09:23,1162000,0
APP1000107,Paytm,Backend Engineer,MCA,Chennai,4,2,Naukri,2025-03-21 06:47:24,2025-03-29 02:31:07,1268000,0
APP1000741,Wipro,Backend Engineer,B.Tech,Lucknow,5,3,Company Website,2024-05-04 08:12:13,2024-07-27 10:23:42,1130000,1
APP1000945,HCL,Software Developer,B.Tech,Bangalore,5,3,Naukri,2024-01-12 05:41:44,2024-01-21 21:33:02,1183000,0
APP1001362,Paytm,Backend Engineer,B.Tech,Lucknow,6,5,Naukri,2025-01-21 01:53:54,2025-02-07 05:44:56,1241000,1
APP1000710,Paytm,Backend Engineer,MCA,Delhi NCR,7,5,Employee Referral,2024-01-05 22:57:22,2024-02-18 02:17:35,1424000,1
APP1000235,Zomato,Sales Executive,MBA,Pune,6,2,Naukri,2024-04-21 04:16:34,2024-07-19 11:35:22,1158000,0
APP1001417,Microsoft,Backend Engineer,M.Tech,Ahmedabad,6,6,Company Website,2024-02-27 18:05:49,2024-03-18 07:23:49,1684000,1
APP1000907,Adobe,Software Developer,B.Tech,Chandigarh,3,6,Company Website,2024-01-07 07:08:08,2024-02-20 11:12:15,1424000,0
APP1000621,Flipkart,Software Developer,MCA,Kolkata,5,3,Indeed,2024-01-05 16:46:58,2024-03-14 02:47:28,1298000,0
APP1000045,Amazon,Data Scientist,PhD,Chandigarh,5,2,Naukri,2025-05-15 08:37:44,2025-07-28 04:45:13,1907000,0
